Show Number, Air Date, Round, Category, Value, Question, Answer,contestant_names,contestant_locations
786,1988-01-25,Final Jeopardy!,THE MOVIES,None,This musical drama was made in 1927 & remade in 1953 and 1980,The Jazz Singer,"Sue Kelly, Lennie Edwards, Stephanie Scott","Florida, New Jersey, California"
5718,2009-06-17,Final Jeopardy!,THE DOW JONES INDUSTRIAL AVERAGE,None,"Of the 30 corporations that make up the Dow Jones index, it's the only one that began as an entertainment company",Disney,"Marianne Fichtel, Anthony Ambrogi, Francois Dominic Laramée","New York, Virginia, Canada"
6033,2010-12-01,Final Jeopardy!,FRENCH AUTHORS,None,"Published posthumously in 1970, his first novel, ""A Happy Death"", features a protagonist named Patrice Mersault",Albert Camus,"Terence Scroope, Ariel Schneider, Tom Zamojcin","New York, Indiana, Pennsylvania"
3529,1999-12-30,Final Jeopardy!,HISTORIC QUESTIONS,None,"""'Yes,' said he, with a kind smile, lifting his cap slightly"" was the reply to this 1871 question","\""Dr. Livingstone, I presume?\""","Rosemarie Rinaldi, Matthew McCarthy, Jack Archey","Florida, Florida, California"
279,1985-10-03,Final Jeopardy!,WORLD POLITICS,None,Last Communist party chief of the U.S.S.R. to leave office without dying,Nikita Khrushchev,"René Garcia, Claudia Wolfe, Chuck Forrest","California, Maryland, Michigan"
3072,1997-12-30,Final Jeopardy!,FOOD HISTORY,None,"13th century invading Asian people who brought the idea of eating raw, chopped meat into the Germany area",the Tatars,"Andrew Locke, Elaine Lang, Janine Menhennet","Canada, Virginia, California"
1424,1990-11-08,Final Jeopardy!,WORLD GEOGRAPHY,None,This country contains South America's highest & lowest points,Argentina,"Lisa Guay, Erik Larsen, Richard Neale","New York, Michigan, California"
4202,2002-12-03,Final Jeopardy!,"WASHINGTON, D.C.",None,The National Mall is bounded by these 2 avenues whose names recall historic documents,Constitution & Independence Avenues,"Bob DeBellis, Linda Kampe Houtz, Anne Cichocki","New York, Indiana, Florida"
5658,2009-03-25,Final Jeopardy!,AUTHORS,None,"In 1865 he wrote the line ""You're nothing but a pack of cards!""",Lewis Carroll,"Fred Beukema, Beth Crosland, Dana Sause","Minnesota, Oklahoma, Connecticut"
4486,2004-02-23,Final Jeopardy!,PRESIDENTIAL ELECTIONS,None,"Since 1820, 1 of 3 men to lose a presidential election but win the rematch with the same individual 4 years later","(1 of 3)  Andrew Jackson, William Henry Harrison or Grover Cleveland","Deborah Walsh, Matt McDonell, Arthur Gandolfi","Massachusetts, California, New York"
3493,1999-11-10,Final Jeopardy!,AFRICA,None,Towns in this country include Marshall & Tubmanburg,Liberia,"Chrissy Ijams, Emily Deveau, Elizabeth Norton","California, Michigan, New Hampshire"
3414,1999-06-10,Final Jeopardy!,BUSINESS & INDUSTRY,None,In 1903 Morris Michtom of New York began marketing these with presidential permission,Teddy Bears (named after Theodore Roosevelt),"Warren Barber Kertland, Jack Winters, Ryan Thiel","Washington, California, Minnesota"
3132,1998-03-24,Final Jeopardy!,20th CENTURY LEADERS,None,"He built the Valley of the Fallen, his final resting place, just north of El Escorial",Francisco Franco,"Rob Carlisle, Bill Johnson, Bridget Boyd","England, South Carolina, Georgia"
5367,2008-01-01,Final Jeopardy!,U.S. TRADE,None,It's the country from which the U.S. imports the most oil,Canada,"Lauren Frieman, Keith Morris, Dan Pawson","Ohio, New Mexico, Massachusetts"
3585,2000-03-17,Final Jeopardy!,HISTORIC AMERICAN HOMES,None,In 1999 famous Shakespearean actors joined an effort to preserve this murderer's childhood home,John Wilkes Booth (It's called Tudor Hall & it's near Baltimore),"Jason Avant, Alexandra Dixon, Robin Carroll","California, California, Georgia"
2346,1994-11-14,Final Jeopardy!,ROYALTY,None,"The last king of the Hellenes, he was the second to bear this name",King Constantine II (former King Constantine),"Matt Morris, Tom Nichols, Jean Grewe","Kentucky, Massachusetts, Illinois"
571,1987-02-16,Final Jeopardy!,BODIES OF WATER,None,"Bordering on Mich. & N.Y., these 2 Great Lakes are the only ones to border on 1 state each",Lake Huron & Lake Ontario,"Curt King, Dawn Marie Nolan, Paul Egendorf","Louisiana, Florida, California"
5104,2006-11-16,Final Jeopardy!,HISTORIC OBJECTS,None,"Famous ones have included the Kimberley, the Great Mogul & the Star of Arkansas",diamonds,"Drew Lachey, Brian Stokes Mitchell, Dana Delany","a singer and actor from , an actor from the Broadway musical , an actress from "
5727,2009-06-30,Final Jeopardy!,AMERICAN HISTORY,None,"History was made on December 1, 1955 when bus driver James Blake called the police & had this person arrested",Rosa Parks,"Nina Ginocchio, Tyrone Rogers, Tui Sutherland","Illinois, Maryland, Massachusetts"
5618,2009-01-28,Final Jeopardy!,MUSICAL INSPIRATIONS,None,"The libretto for Haydn's oratorio ""The Creation"" was based on this epic English poem",Paradise Lost,"Jack Feerick, Linda Tomsho, Andy Walvoord","New York, Pennsylvania, Colorado"
2926,1997-04-28,Final Jeopardy!,MOUNTAINS,None,"Range of mountains where Danny Kaye, Alan King & Rip Van Winkle gained fame",the Catskills,"Mark McEwen, Robin Quivers, Rob Schneider","a weatherman from CBS , a radio personality from , an actor from "
4769,2005-05-05,Final Jeopardy!,FEMALE FIRSTS,None,"After 285 years, in 1945 this British organization inducted its first women, including Kathleen Lonsdale, seen <a href=""http://www.j-archive.com/media/2005-05-05_FJ.jpg"" target=""_blank"">here</a>",the Royal Society,"Lara Robillard, Phil Yellman, Chuck Forrest","Virginia, Washington, a lawyer from Bosnia and Herzegovina"
5769,2009-10-15,Final Jeopardy!,BIBLICAL NAMES,None,"Trees with biblical names include the Joshua tree & the world's oldest tree, a 4,700-year-old pine named for him",Methuselah,"Michael McKean, Soledad O'Brien, Kareem Abdul-Jabbar","Oscar nominee and multi-talented performer from , an anchor and special correspondent from CNN's , a Basketball Hall of Famer and all-time leading scorer from the NBA"
5610,2009-01-16,Final Jeopardy!,CULINARY HISTORY,None,This fruit dessert was created to celebrate Queen Victoria's decades on the British throne,cherries jubilee,"Priscilla Ball, Fayaz Kabani, Meagan Grote","Maryland, South Carolina, Florida"
5300,2007-09-28,Final Jeopardy!,NATIONAL HOLIDAYS,None,"June 23, National Day in this country, began as a celebration of the birthday of Grand Duchess Charlotte",Luxembourg,"Joseph Thompson, Sharon Lin, Richard Johnson","Alaska, Connecticut, Washington D.C."
4604,2004-09-16,Final Jeopardy!,AMERICAN AUTHORS,None,"Ford Madox Ford, in the ‘20s, hadn’t “read more than six words” by this man before vowing to “publish everything he sent me”",Ernest Hemingway,"Elaine Skopelja, John Cook, Ken Jennings","Indiana, California, Utah"
4391,2003-10-13,Final Jeopardy!,MOVIES,None,A catering hall called Aphrodite's Palace is featured in this 2002 film,My Big Fat Greek Wedding,"Marc Carcanague, Emily Robin, Sean Ryan","New Jersey, Louisiana, Pennsylvania"
2781,1996-10-07,Final Jeopardy!,HISTORIC BOOKS,None,It was written in 1924 in the fortress of Landsberg am Lech,Mein Kampf by Adolf Hitler,"Craig Schneider, Al Davis, Ellen Goodman","Massachusetts, Connecticut, New York"
4685,2005-01-07,Final Jeopardy!,MAGAZINES,None,"Founded in 1821, it was named for its delivery time, the last mail delivery of the day",The Saturday Evening Post,"Joshua Allen, Ruchi Aggarwal, Kerry Breitenbach","California, Washington, Ohio"
4199,2002-11-28,Final Jeopardy!,THE CALENDAR,None,"Rendered numerically, it was the last complete date where every digit was an odd number",11-19-1999,"Karen Wallace-Meigs, Frank Stevens, Faith Love","North Carolina, New York, Maryland"
3562,2000-02-15,Final Jeopardy!,U.S. PRESIDENTS,None,The 2 U.S. presidents who served as governors of states west of the Mississippi River,Ronald Reagan (California) & Bill Clinton (Arkansas),"Molley Jesse, Michael LaMasse, Janet Wong","South Carolina, Michigan, New Jersey"
3899,2001-07-12,Final Jeopardy!,COLLEGES AND UNIVERSITIES,None,"The 1939 event <a href=""http://www.j-archive.com/media/2001-07-12_FJ.jpg"" target=""_blank"">we just saw</a> came out of a concert originally to be sponsored at DAR Constitution Hall by this university",Howard University,"Alan Bailey, Susan Insoft, Michael Hall","California, Massachusetts, Pennsylvania"
3845,2001-04-27,Final Jeopardy!,19th CENTURY PERSONALITIES,None,"In 1876 this German wired the king of Greece, ""I have gazed upon the face of Agamemnon""",Heinrich Schliemann,"Travis Brazil, Mollie Tobin, Steve Goodrich","California, California, Arizona"
3075,1998-01-02,Final Jeopardy!,IN THE NEWS 1997,None,"50 years after a famous incident, this city got a new flag, seen here, featuring a mysterious dot in the sky:","Roswell, New Mexico","Cathy Shambaugh, Eric Swanson, Bill Unterborn","Ohio, Washington D.C., New York"
5217,2007-04-24,Final Jeopardy!,19th CENTURY AMERICAN AUTHORS,None,"He wrote, ""I wanted to live deep and suck out all the marrow of life, to live so sturdily and spartan-like...""",Thoreau,"Maggi McKenzie, Michael O'Hara, Laura Wimberley","Tennessee, California, Delaware"
3052,1997-12-02,Final Jeopardy!,17th CENTURY LITERATURE,None,"Part one of this English allegory ends, ""So I awoke, and behold it was a dream""","\""Pilgrim's Progress\""","Kathy Giddens, Tom Castelazo, Heather O'Neill","Georgia, California, North Carolina"
3668,2000-07-12,Final Jeopardy!,WORLD CAPITALS,None,"Founded in 1840, this city is the world's southernmost national capital","Wellington, New Zealand","Cheryl Klein, Jason Berner, Doug Lach","Missouri, New York, Ohio"
4042,2002-03-12,Final Jeopardy!,WORLD CAPITALS,None,"Other than Washington, D.C., it's the only world capital named for an American","Monrovia, Liberia","Lori Biddle, Hanley Baxter, Juliet Cesarini","Georgia, Massachusetts, Alaska"
1932,1993-01-19,Final Jeopardy!,POLITICAL LEADERS,None,"His books ""No Easy Walk to Freedom"" & ""The Struggle Is My Life"" were published during his imprisonment",Nelson Mandela,"Kate Marciniak, Darryl Scott, Nancy Melucci","Illinois, Washington D.C., California"
5684,2009-04-30,Final Jeopardy!,EUROPEAN PLACE NAMES,None,"The ancient Greek name of this country means ""one house"", maybe reflecting that the area had only 1 temple",Monaco,"Jean Cui, Larry Sullivan, Liz Murphy","New York, Connecticut, Pennsylvania"
4886,2005-12-05,Final Jeopardy!,U.S. STATES,None,"Now the fourth largest in area, it's the largest state formed primarily from the Louisiana Purchase",Montana,"Vicky Stanton, Todd Roshak, Adam Weinstein","California, Washington, Florida"
6157,2011-05-24,Final Jeopardy!,THE 16th CENTURY,None,"Held in 1579, the first Christian service in California was performed by the chaplain traveling with this English captain",Sir Francis Drake,"Gay Haubner, Tom Brown, Matt Neville","New York, Pennsylvania, Connecticut"
3603,2000-04-12,Final Jeopardy!,SPACE EXPLORATION,None,"A plaque left on the moon in July 1969 contains the signatures of Neil Armstrong, Buzz Aldrin & these 2 men",Richard Nixon & Michael Collins (the third Apollo 11 astronaut),"Rob Storrs, Jane Mesereau, Mike Blumenfeld","Maryland, Ohio, Minnesota"
4363,2003-07-16,Final Jeopardy!,RECENT MOVIES,None,The opening credits of this 2003 action movie are depicted in Braille,Daredevil,"Jim Cairl, Sara Austin, Leonard Stoehr","New York, New Jersey, Georgia"
6286,2012-01-09,Final Jeopardy!,RECENT FILMS,None,"An early scene in this 2011 film is set in Tonsberg, Norway in the year 965 A.D.",Thor,"Julie Podlesni, Sean Norris, Dan McShane","Tennessee, Oregon, New York"
6080,2011-02-04,Final Jeopardy!,BRITISH BUSINESS,None,For decades Rolls-Royce also owned this luxury brand named for its founder; now both are produced by German companies,Bentley,"Kristi Springer, Roger Mueller-Kim, Fred Cofone","Illinois, California, Connecticut"
3419,1999-06-17,Final Jeopardy!,LITERARY BOTANY,None,"This Asian herb of the family Pedaliaceae is closely associated with a poor woodcutter in the ""Arabian Nights""",Sesame,"Tammy King, Joe Padavic, Mike Scott","Michigan, Illinois, Wisconsin"
3309,1999-01-14,Final Jeopardy!,ISLANDS,None,"At 3,600 square miles, it's the largest island in the Mediterranean where Italian is not an official language",Cyprus,"Kristine Bachand, Mason Cole, Stacy Lammers","Oregon, Oregon, Michigan"
5497,2008-07-01,Final Jeopardy!,PRESIDENTIAL RELATIVES,None,"Before George W. Bush, he was the last president to have both his parents attend his inauguration",John F. Kennedy,"Karen Wegenke, Darryl Tahirali, John Goodreau","Wisconsin, Canada, California"
1945,1993-02-05,Final Jeopardy!,OPERA,None,"This 20th century opera was inspired by Hieronymus Bosch's painting ""The Adoration of the Magi""",Amahl and the Night Visitors,"Renny Christopher, Phil Klinkner, Michael Schill","California, Iowa, California"
3791,2001-02-12,Final Jeopardy!,MOUNTAINS,None,The highest peak outside of Asia is found in this mountain range,the Andes (Mount Aconcagua),"Carsten Wiedemann, Sharon Eshel, Yuri Bershidski","Denmark, Israel, Russia"
5635,2009-02-20,Final Jeopardy!,ANCIENT WORKS,None,"Astronomers used clues in the text of this epic to figure out the date of its archery contest: April 16, 1178 B.C.",The Odyssey,"Gavin Dluehosh, Jessie Hopper, Jeanie Welch","California, Oklahoma, North Carolina"
6251,2011-11-21,Final Jeopardy!,MOVIE CHARACTERS,None,"900 years old when he died, he spoke in OSV syntax, object-subject-verb",Yoda,"Caroline Wilkins, Francis Lansangan, Morgan Polikoff","Maryland, Virginia, Illinois"
3754,2000-12-21,Final Jeopardy!,PLANTS & FLOWERS,None,"Named for a U.S. statesman, it was known in Central America as the ""Flower of the Holy Night""",Poinsettia,"Joe Maravillas, Greg Sondern, Robin Jones","California, California, Illinois"
4453,2004-01-07,Final Jeopardy!,SPORTS & BUSINESS,None,The watch Timex introduced in 1986 for this event in Hawaii quickly became the best-selling watch in America,the Ironman Triathlon,"Luis Corchado, Melanie Leon, Tom Walsh","Colorado, Georgia, Washington D.C."
4809,2005-06-30,Final Jeopardy!,OSCAR NOMINEES,None,"In a 1964 film, he played 3 characters but received only one nomination for Best Actor",Peter Sellers,"Amy Oberst, Chad Morgan, Ben Kesling","Virginia, California, Kentucky"
5268,2007-07-04,Final Jeopardy!,WORD ORIGINS,None,"From the Old French for a soldier sent ahead to clear the way, today it refers to the first settlers of a region",pioneers,"Edgar B. Herwick III, Rachael King, Holly Owens","Pennsylvania, Rhode Island, Oklahoma"
4676,2004-12-27,Final Jeopardy!,BODIES OF WATER,None,"This sea that extends about 1,200 miles was referred to in ancient times as the Erythraean Sea",the Red Sea,"David Gibbs, Christian Mastrodonato, Aaron Thompson","California, California, Washington D.C."
5470,2008-05-23,Final Jeopardy!,RELIGION,None,A Mennonite leader who was pro-foot washing & anti-beard trimming gave his name to this group,the Amish,"Will Blashka, Sara Orel, Larissa Kelly","New York, Missouri, California"
4590,2004-07-16,Final Jeopardy!,FOOD,None,"Experts believe that 16th C. Dutch growers, through breeding, gave this vegetable its color to honor their ruling house",the carrot,"Frank McNeil, Mary McCarthy, Ken Jennings","Kentucky, Nevada, Utah"
1862,1992-10-13,Final Jeopardy!,PRESIDENTS,None,"Before Eisenhower, he was the last president to preside over the admission of a new state",Taft,"Michael Falk, Sid Liberman, Leslie Miller","Pennsylvania, California, Virginia"
5732,2009-07-07,Final Jeopardy!,EUROPEAN REGIONS,None,This arboreally named area was made famous by a prince in the region noted for impaling enemies on stakes,Transylvania,"John Hashop, Alyssa McRae, Joe Webb","New York, Pennsylvania, Missouri"
2846,1997-01-06,Final Jeopardy!,CLASSICAL LITERATURE,None,4 single biographies & 23 pairs of biographies make up this classical work,"\""Plutarch's Lives\""","Jack Patton, Doug Morrison, Claudia Perry","Ohio, Iowa, California"
5685,2009-05-01,Final Jeopardy!,GLAND FINALE,None,This human gland important in the immune system takes its name in part from its resemblance to an herb,the thymus gland,"Andrew Swan, Toni Vitanza, Jean Cui","Massachusetts, South Carolina, New York"
