show_number,air_date,round,category,contestant_one_name,contestant_two_name,contestant_three_name,contestant_one_location,contestant_two_location,contestant_three_location
5786,2009-11-09,Final Jeopardy!,THE OLD TESTAMENT,Hema Karunakaram,Aidan Mehigan,Zach Blumenfeld,Michigan,Virginia,Illinois
4205,2002-12-06,Final Jeopardy!,20th CENTURY CLASSICAL MUSIC,Andrew Woolsey,Ayesha Black,Todd Hellman,California,California,Florida
4172,2002-10-22,Final Jeopardy!,WOMEN AUTHORS,Gary Sullivan,Gayle Gonzalez,Ben Whitlock,Maryland,Tennessee,Virginia
3248,1998-10-21,Final Jeopardy!,PRESIDENTS,Ellen Yancey,Eric Mercaldo,Greg Sanders,Texas,New Jersey,Illinois
5020,2006-06-09,Final Jeopardy!,ROYALTY,Craig Westphal,Thomas Talbot,Roberta Ellington,Arizona,New York,California
3817,2001-03-20,Final Jeopardy!,THEATRE HISTORY,Rob Core,Kathryn Wildt,Dennis Scott,Ohio,"Washington, D.C.",Maryland
5147,2007-01-16,Final Jeopardy!,THE U.S. GOVERNMENT,Greg Williams,Paula Ashley,Brian Armbrust,Pennsylvania,Ohio,California
6234,2011-10-27,Final Jeopardy!,MOVIES,Alex Johnson,Sunny Stalter,Gabor Vari,Massachusetts,Alabama,California
2866,1997-02-03,Final Jeopardy!,DEMOCRATS,Alex Rubalcava,Tanis O'Connor,Josh Den Hartog,California,Florida,Iowa
4889,2005-12-08,Final Jeopardy!,POLITICAL LINGO,LeeAundra Temescu,Michael Salerno,James Quintong,Michigan,New York,Georgia
3199,1998-06-25,Final Jeopardy!,AMERICAN AUTHORS,Kathleen Hale,John Bunnell,Dan Kennedy,Ohio,Tennessee,New York
4248,2003-02-05,Final Jeopardy!,NATURE,Joel Knight,Tara Karr,Russell Berris,Michigan,Idaho,Louisiana
1266,1990-02-19,Final Jeopardy!,ANCIENT HISTORY,Susan Davis,Dennis Shirilla,Terry Swart,Pennsylvania,Texas,California
5263,2007-06-27,Final Jeopardy!,LITERATURE,Joe Sosnoff,Judson Knight,Cathy Lanctot,Massachusetts,Georgia,Delaware
3721,2000-11-06,Final Jeopardy!,WASHINGTON PEOPLE,Nicole Stouder,Cathleen Warren,Bob Ryan,New York,Vermont,Washington
5258,2007-06-20,Final Jeopardy!,LITERATURE,Bonnie Humphrey,Dave Dye,Jesse Berry,New York,California,Arkansas
6057,2011-01-04,Final Jeopardy!,THE HALL OF PRESIDENTS,Steve Gratz,Alex Marchyshyn,Genaro Lopez,"Washington, D.C.",North Carolina,Oregon
6169,2011-06-09,Final Jeopardy!,THE PRESIDENCY,Makeen Huda,Mary Anna Martell,Tim Kuehn,Louisiana,Connecticut,California
5068,2006-09-27,Final Jeopardy!,FAMOUS PAINTERS,Ken Davis,Lauren High,Eric Barela,New Jersey,Pennsylvania,California
4488,2004-02-25,Final Jeopardy!,ASTRONOMY,Damon DiPietro,Janice Dooner Lynch,Arthur Gandolfi,Georgia,New York,New York
4672,2004-12-21,Final Jeopardy!,DANTE'S INFERNO,Emily Lawrence,Dale Masel,Lyle Brenner,Pennsylvania,Ohio,Florida
3307,1999-01-12,Final Jeopardy!,U.S. GOVERNMENT,Darren Davis,Laura Rhodes,Jeremy King,Washington,Illinois,South Carolina
5714,2009-06-11,Final Jeopardy!,HISTORIC AMERICANS,Beth Ford,Kyle Abello,Jason Pratt,Massachusetts,California,Virginia
5541,2008-10-13,Final Jeopardy!,HISTORICAL SHAKESPEARE,Mary Tuohy,Todd Covert,Luciano D'Orazio,Connecticut,California,New York
3126,1998-03-16,Final Jeopardy!,MODERN ARTISTS,Suzanne Parker,Christopher Ruth,Merle Milder,Kentucky,Connecticut,New Jersey
5496,2008-06-30,Final Jeopardy!,PLAYWRIGHTS,John Goodreau,T.J. Gillespie,Jean Whitcomb,California,Pennsylvania,Michigan
4615,2004-10-01,Final Jeopardy!,AMERICANISMS,Russ Schumacher,Tom Walsh,Arthur Gandolfi,Colorado,"Washington, D.C.",New York
5726,2009-06-29,Final Jeopardy!,THE BEATLES,Kelani Chan,David Starr,Tui Sutherland,"Washington, D.C.",British Columbia,Massachusetts
3484,1999-10-28,Final Jeopardy!,WORLD CAPITALS,Jon Muir,Patti Sturr,Janet Leach,Pennsylvania,Arizona,New Hampshire
6276,2011-12-26,Final Jeopardy!,JOLLY OLD ENGLAND,Jack McClintock,Andrea Bornschlegel,Jason Keller,Vermont,California,New Jersey
5209,2007-04-12,Final Jeopardy!,GOVERNORS,Chris Dellicarpini,Jen Benedict,Karen Anderson,New York,Virginia,California
3642,2000-06-06,Final Jeopardy!,NEW CLASSICAL MUSIC,Gene Newmier,Rahul Ranadive,Robin Zorthian,Maryland,Florida,Connecticut
3601,2000-04-10,Final Jeopardy!,'90s NOTABLES,Keith Myers,Robin Osborn,Mike Blumenfeld,Georgia,Georgia,Minnesota
4516,2004-04-05,Final Jeopardy!,ROCK GROUPS,Bruce Williams,Jenny Taylor,Chris Miller,California,New Jersey,Kentucky
2875,1997-02-14,Final Jeopardy!,HISTORIC AMERICANS,Akiva Fox,Josh Den Hartog,Justin Powell,Massachusetts,Iowa,South Carolina
4997,2006-05-09,Final Jeopardy!,COMPOSING CONTEMPORARIES,Aaron Thompson,David Rozenson,Kevin Marshall,"Washington, D.C.",Massachusetts,Louisiana
4492,2004-03-02,Final Jeopardy!,U.S. CURRENCY,Marisa Goldstein,John Davies,Patrick Macaraeg,Virginia,Delaware,Florida
962,1988-11-08,Final Jeopardy!,PRESIDENTIAL ELECTIONS,Stephen Lebowitz,Barbara-Anne Eddy,Roy Holliday,California,British Columbia,New York
5703,2009-05-27,Final Jeopardy!,BIG COUNTRIES,Stephen Stiegel,Allison Lesh,Justin Bernbach,North Carolina,Oregon,New York
2352,1994-11-22,Final Jeopardy!,HISTORIC NAMES,Kurt Bray,Rachael Schwartz,Brian Moore,California,New Jersey,Texas
4656,2004-11-29,Final Jeopardy!,BABY NAMES,Kathi Fry,Rob Kimbro,Ken Jennings,Arizona,New Jersey,Utah
3848,2001-05-02,Final Jeopardy!,COLLEGES,Jonathan Reinstein,Katherine Bushey,Logan Bell,New York,Delaware,Illinois
3194,1998-06-18,Final Jeopardy!,U.S. STATESMEN,Tom Wrosch,Ginny Morey,Dave Abbott,Oregon,Alaska,Ohio
5706,2009-06-01,Final Jeopardy!,CARTOON SCIENCE,Sara Doran,Steven Engelfried,Justin Bernbach,Illinois,Oregon,New York
3651,2000-06-19,Final Jeopardy!,HISTORIC PEOPLE,Gavin Edwards,Bobby Reddy,Gregg Fanselau,New York,California,Colorado
786,1988-01-25,Final Jeopardy!,THE MOVIES,Sue Kelly,Lennie Edwards,Stephanie Scott,Florida,New Jersey,California
5718,2009-06-17,Final Jeopardy!,THE DOW JONES INDUSTRIAL AVERAGE,Marianne Fichtel,Anthony Ambrogi,Francois Dominic Laramée,New York,Virginia,Canada
6033,2010-12-01,Final Jeopardy!,FRENCH AUTHORS,Terence Scroope,Ariel Schneider,Tom Zamojcin,New York,Indiana,Pennsylvania
3529,1999-12-30,Final Jeopardy!,HISTORIC QUESTIONS,Rosemarie Rinaldi,Matthew McCarthy,Jack Archey,Florida,Florida,California
279,1985-10-03,Final Jeopardy!,WORLD POLITICS,René Garcia,Claudia Wolfe,Chuck Forrest,California,Maryland,Michigan
3072,1997-12-30,Final Jeopardy!,FOOD HISTORY,Andrew Locke,Elaine Lang,Janine Menhennet,Canada,Virginia,California
1424,1990-11-08,Final Jeopardy!,WORLD GEOGRAPHY,Lisa Guay,Erik Larsen,Richard Neale,New York,Michigan,California
4202,2002-12-03,Final Jeopardy!,"WASHINGTON, D.C.",Bob DeBellis,Linda Kampe Houtz,Anne Cichocki,New York,Indiana,Florida
5658,2009-03-25,Final Jeopardy!,AUTHORS,Fred Beukema,Beth Crosland,Dana Sause,Minnesota,Oklahoma,Connecticut
4486,2004-02-23,Final Jeopardy!,PRESIDENTIAL ELECTIONS,Deborah Walsh,Matt McDonell,Arthur Gandolfi,Massachusetts,California,New York
3493,1999-11-10,Final Jeopardy!,AFRICA,Chrissy Ijams,Emily Deveau,Elizabeth Norton,California,Michigan,New Hampshire
3414,1999-06-10,Final Jeopardy!,BUSINESS & INDUSTRY,Warren Barber Kertland,Jack Winters,Ryan Thiel,Washington,California,Minnesota
3132,1998-03-24,Final Jeopardy!,20th CENTURY LEADERS,Rob Carlisle,Bill Johnson,Bridget Boyd,England,South Carolina,Georgia
5367,2008-01-01,Final Jeopardy!,U.S. TRADE,Lauren Frieman,Keith Morris,Dan Pawson,Ohio,New Mexico,Massachusetts
3585,2000-03-17,Final Jeopardy!,HISTORIC AMERICAN HOMES,Jason Avant,Alexandra Dixon,Robin Carroll,California,California,Georgia
2346,1994-11-14,Final Jeopardy!,ROYALTY,Matt Morris,Tom Nichols,Jean Grewe,Kentucky,Massachusetts,Illinois
571,1987-02-16,Final Jeopardy!,BODIES OF WATER,Curt King,Dawn Marie Nolan,Paul Egendorf,Louisiana,Florida,California
5727,2009-06-30,Final Jeopardy!,AMERICAN HISTORY,Nina Ginocchio,Tyrone Rogers,Tui Sutherland,Illinois,Maryland,Massachusetts
5618,2009-01-28,Final Jeopardy!,MUSICAL INSPIRATIONS,Jack Feerick,Linda Tomsho,Andy Walvoord,New York,Pennsylvania,Colorado
5610,2009-01-16,Final Jeopardy!,CULINARY HISTORY,Priscilla Ball,Fayaz Kabani,Meagan Grote,Maryland,South Carolina,Florida
5300,2007-09-28,Final Jeopardy!,NATIONAL HOLIDAYS,Joseph Thompson,Sharon Lin,Richard Johnson,Alaska,Connecticut,"Washington, D.C."
4604,2004-09-16,Final Jeopardy!,AMERICAN AUTHORS,Elaine Skopelja,John Cook,Ken Jennings,Indiana,California,Utah
4391,2003-10-13,Final Jeopardy!,MOVIES,Marc Carcanague,Emily Robin,Sean Ryan,New Jersey,Louisiana,Pennsylvania
2781,1996-10-07,Final Jeopardy!,HISTORIC BOOKS,Craig Schneider,Al Davis,Ellen Goodman,Massachusetts,Connecticut,New York
4685,2005-01-07,Final Jeopardy!,MAGAZINES,Joshua Allen,Ruchi Aggarwal,Kerry Breitenbach,California,Washington,Ohio
4199,2002-11-28,Final Jeopardy!,THE CALENDAR,Karen Wallace-Meigs,Frank Stevens,Faith Love,North Carolina,New York,Maryland
3562,2000-02-15,Final Jeopardy!,U.S. PRESIDENTS,Molley Jesse,Michael LaMasse,Janet Wong,South Carolina,Michigan,New Jersey
3899,2001-07-12,Final Jeopardy!,COLLEGES AND UNIVERSITIES,Alan Bailey,Susan Insoft,Michael Hall,California,Massachusetts,Pennsylvania
3845,2001-04-27,Final Jeopardy!,19th CENTURY PERSONALITIES,Travis Brazil,Mollie Tobin,Steve Goodrich,California,California,Arizona
3075,1998-01-02,Final Jeopardy!,IN THE NEWS 1997,Cathy Shambaugh,Eric Swanson,Bill Unterborn,Ohio,"Washington, D.C.",New York
5217,2007-04-24,Final Jeopardy!,19th CENTURY AMERICAN AUTHORS,Maggi McKenzie,Michael O'Hara,Laura Wimberley,Tennessee,California,Delaware
3052,1997-12-02,Final Jeopardy!,17th CENTURY LITERATURE,Kathy Giddens,Tom Castelazo,Heather O'Neill,Georgia,California,North Carolina
3668,2000-07-12,Final Jeopardy!,WORLD CAPITALS,Cheryl Klein,Jason Berner,Doug Lach,Missouri,New York,Ohio
4042,2002-03-12,Final Jeopardy!,WORLD CAPITALS,Lori Biddle,Hanley Baxter,Juliet Cesarini,Georgia,Massachusetts,Alaska
1932,1993-01-19,Final Jeopardy!,POLITICAL LEADERS,Kate Marciniak,Darryl Scott,Nancy Melucci,Illinois,"Washington, D.C.",California
5684,2009-04-30,Final Jeopardy!,EUROPEAN PLACE NAMES,Jean Cui,Larry Sullivan,Liz Murphy,New York,Connecticut,Pennsylvania
4886,2005-12-05,Final Jeopardy!,U.S. STATES,Vicky Stanton,Todd Roshak,Adam Weinstein,California,Washington,Florida
6157,2011-05-24,Final Jeopardy!,THE 16th CENTURY,Gay Haubner,Tom Brown,Matt Neville,New York,Pennsylvania,Connecticut
3603,2000-04-12,Final Jeopardy!,SPACE EXPLORATION,Rob Storrs,Jane Mesereau,Mike Blumenfeld,Maryland,Ohio,Minnesota
4363,2003-07-16,Final Jeopardy!,RECENT MOVIES,Jim Cairl,Sara Austin,Leonard Stoehr,New York,New Jersey,Georgia
6286,2012-01-09,Final Jeopardy!,RECENT FILMS,Julie Podlesni,Sean Norris,Dan McShane,Tennessee,Oregon,New York
6080,2011-02-04,Final Jeopardy!,BRITISH BUSINESS,Kristi Springer,Roger Mueller-Kim,Fred Cofone,Illinois,California,Connecticut
3419,1999-06-17,Final Jeopardy!,LITERARY BOTANY,Tammy King,Joe Padavic,Mike Scott,Michigan,Illinois,Wisconsin
3309,1999-01-14,Final Jeopardy!,ISLANDS,Kristine Bachand,Mason Cole,Stacy Lammers,Oregon,Oregon,Michigan
5497,2008-07-01,Final Jeopardy!,PRESIDENTIAL RELATIVES,Karen Wegenke,Darryl Tahirali,John Goodreau,Wisconsin,Canada,California
1945,1993-02-05,Final Jeopardy!,OPERA,Renny Christopher,Phil Klinkner,Michael Schill,California,Iowa,California
3791,2001-02-12,Final Jeopardy!,MOUNTAINS,Carsten Wiedemann,Sharon Eshel,Yuri Bershidski,Denmark,Israel,Russia
5635,2009-02-20,Final Jeopardy!,ANCIENT WORKS,Gavin Dluehosh,Jessie Hopper,Jeanie Welch,California,Oklahoma,North Carolina
6251,2011-11-21,Final Jeopardy!,MOVIE CHARACTERS,Caroline Wilkins,Francis Lansangan,Morgan Polikoff,Maryland,Virginia,Illinois
3754,2000-12-21,Final Jeopardy!,PLANTS & FLOWERS,Joe Maravillas,Greg Sondern,Robin Jones,California,California,Illinois
4453,2004-01-07,Final Jeopardy!,SPORTS & BUSINESS,Luis Corchado,Melanie Leon,Tom Walsh,Colorado,Georgia,"Washington, D.C."
4809,2005-06-30,Final Jeopardy!,OSCAR NOMINEES,Amy Oberst,Chad Morgan,Ben Kesling,Virginia,California,Kentucky
5268,2007-07-04,Final Jeopardy!,WORD ORIGINS,Edgar B. Herwick III,Rachael King,Holly Owens,Pennsylvania,Rhode Island,Oklahoma
4676,2004-12-27,Final Jeopardy!,BODIES OF WATER,David Gibbs,Christian Mastrodonato,Aaron Thompson,California,California,"Washington, D.C."
5470,2008-05-23,Final Jeopardy!,RELIGION,Will Blashka,Sara Orel,Larissa Kelly,New York,Missouri,California
4590,2004-07-16,Final Jeopardy!,FOOD,Frank McNeil,Mary McCarthy,Ken Jennings,Kentucky,Nevada,Utah
1862,1992-10-13,Final Jeopardy!,PRESIDENTS,Michael Falk,Sid Liberman,Leslie Miller,Pennsylvania,California,Virginia
5732,2009-07-07,Final Jeopardy!,EUROPEAN REGIONS,John Hashop,Alyssa McRae,Joe Webb,New York,Pennsylvania,Missouri
2846,1997-01-06,Final Jeopardy!,CLASSICAL LITERATURE,Jack Patton,Doug Morrison,Claudia Perry,Ohio,Iowa,California
5685,2009-05-01,Final Jeopardy!,GLAND FINALE,Andrew Swan,Toni Vitanza,Jean Cui,Massachusetts,South Carolina,New York
4359,2003-07-10,Final Jeopardy!,ANIMALS,Ed Glenn,Erika Amato,Nulty Lynch,Florida,California,Maryland
4540,2004-05-07,Final Jeopardy!,THE 50 STATES,Amanda Hall,Taylor Gailliot,Dominic Clust,Maine,Virginia,Louisiana
4181,2002-11-04,Final Jeopardy!,OFFICIAL LANGUAGES,Sandra Alboum,Eric Huff,George Hicks,Virginia,South Carolina,Massachusetts
5450,2008-04-25,Final Jeopardy!,PRESIDENTS,Ric Leach,Steve Burns,Lance Durbin,Florida,Colorado,Washington
6021,2010-11-15,Final Jeopardy!,SPORTS IN AMERICA,Marshall Flores,Kyle Kahan,Erin McLean,Arizona,Texas,Massachusetts
5030,2006-06-23,Final Jeopardy!,19th CENTURY LITERATURE,John Perez,Chris Knight,Theresa Larson,Illinois,Alabama,Texas
5,1984-09-14,Final Jeopardy!,THE OLYMPICS,Howard Wilson,Lorrie Farrely,Larry Silverman,California,California,California
3684,2000-09-14,Final Jeopardy!,WORD ORIGINS,Brian Adams,Karen Sommers,Michelle Clum,California,California,Kansas
3105,1998-02-13,Final Jeopardy!,EUROPEAN CITIES,Kim Worth,Dan Melia,Bob Harris,California,California,Ohio
5403,2008-02-20,Final Jeopardy!,NOTABLE NAMES,Todd Faulkenberry,Naren Tallapragada,Rachel Horn,South Carolina,Virginia,Ohio
5652,2009-03-17,Final Jeopardy!,RIVERS,Mark Wales,Erik Nelson,Deborah Fitzgerald,New York,Massachusetts,Virginia
3250,1998-10-23,Final Jeopardy!,THE SPACE RACE,Nancy Di Marino,Ben Huston,Jamie Phillippe,New York,Texas,Louisiana
6179,2011-06-23,Final Jeopardy!,LITERARY SEQUELS,Pat Connor,Andrew Dobbs,Jay Rhee,Massachusetts,Texas,Maryland
4567,2004-06-15,Final Jeopardy!,CLASSIC LITERATURE,David Steinhardt,Karen Gasperino,Ken Jennings,Vermont,Nevada,Utah
2779,1996-10-03,Final Jeopardy!,19th CENTURY AUTHORS,Steve Giegerich,Frances Yasprica,Bill Cute,Ohio,New York,Massachusetts
4917,2006-01-17,Final Jeopardy!,WOMEN LEADERS,Emily Short,Brian Poole,Kevin Marshall,New York,California,Louisiana
4933,2006-02-08,Final Jeopardy!,MILESTONES,Iddoshe Hirpa,Joseph Graumann,Camille Bullock,Kentucky,New Jersey,Louisiana
5202,2007-04-03,Final Jeopardy!,COUNTRIES OF THE WORLD,Catherine Allen,Brian Robin,Lenzy Krehbiel-Burton,Indiana,California,Oklahoma
2680,1996-04-05,Final Jeopardy!,FOREIGN WARS,Carol Reed,Rob Kalisch,David Sampugnaro,Hawaii,New Jersey,New York
5446,2008-04-21,Final Jeopardy!,MILITARY MEN,Brett Kirwan,Rosalind Jaffe,Gabriel Schechter,Ohio,Michigan,New York
6164,2011-06-02,Final Jeopardy!,THE TONY AWARDS,Jericho Saria,Steve Tipton,Michael Philpy,California,New York,Indiana
3236,1998-10-05,Final Jeopardy!,STATE SONGS,Heather Bell,Reed Rankin,Carolyn White,New Jersey,New York,Arizona
2378,1994-12-28,Final Jeopardy!,ETYMOLOGY,Will Webster,Arlene Goldberg,Pat Farrior,Alabama,New York,Florida
6001,2010-10-18,Final Jeopardy!,U.S. CURRENCY,Paula Currall,Matt DeTura,Sara Wilkinson,Virginia,"Washington, D.C.",Georgia
5380,2008-01-18,Final Jeopardy!,BIBLICAL NAMES,Emily Ullman,Christa Franklin Ishino,Susan Forman,New York,Michigan,New York
4906,2006-01-02,Final Jeopardy!,ANCIENT BIOGRAPHERS,Jamie Hodari,Joan Tosh,Tom Kavanaugh,Michigan,New York,Missouri
3727,2000-11-14,Final Jeopardy!,20th CENTURY PEOPLE,Rob Schickler,Iyesatu Kamara,Matt Keller,Virginia,Washington,Iowa
5751,2009-09-21,Final Jeopardy!,THE INTERNET,Austin Mercadante,Diane Armstrong,Gary Bechtold,Alabama,Virginia,Minnesota
6042,2010-12-14,Final Jeopardy!,OLYMPICS HISTORY,Tom Nissley,Judy Arnold,Jonathan Corbblah,Washington,California,New York
3970,2001-11-30,Final Jeopardy!,BESTSELLING AUTHORS,Charan Brahma,Lara Kierlin,Frank Stasio,California,California,New York
4860,2005-10-28,Final Jeopardy!,CAPITAL CITIES,Laura Henne,Alaric Smith,Joey Bland,Pennsylvania,California,Illinois
5004,2006-05-18,Final Jeopardy!,LEGAL TERMS,Vik Vaz,Michael Falk,Bill MacDonald,Texas,Wisconsin,Florida
3121,1998-03-09,Final Jeopardy!,WORD ORIGINS,Donna Landry,Eric Prosser,Bill Aquino,Tennessee,California,California
4727,2005-03-08,Final Jeopardy!,THE SCIENCE WORLD,Chris Ward,Elaine Zollner,Mark Dawson,South Africa,California,Georgia
740,1987-11-20,Final Jeopardy!,19th CENTURY DEMOCRATS,Bob Verini,Eugene Finerman,Dave Traini,New York,Illinois,New Jersey
276,1985-09-30,Final Jeopardy!,RECENT HISTORY,Hilary Hill,Chuck Forrest,Dane Garrett,New Jersey,Michigan,Illinois
2904,1997-03-27,Final Jeopardy!,ANCIENT CITIES,Kathi Weiss,Spencer Parker,Joel Rayburn,Indiana,New Jersey,Oklahoma
5698,2009-05-20,Final Jeopardy!,ENGLISH HISTORY,Laura DiSilverio,Erik Krauss,Andy Davis,Colorado,Pennsylvania,Massachusetts
5384,2008-01-24,Final Jeopardy!,RICH & FAMOUS,Kate Pedersen,Murtaza Sutarwalla,Amanda Freisem,Illinois,Texas,New York
5026,2006-06-19,Final Jeopardy!,WORD ORIGINS,David Ono,Leigh Hall,Josh Kennedy,Hawaii,California,New Jersey
5642,2009-03-03,Final Jeopardy!,ASTRONOMY,Kara Mohler,Ted Skotnicki,Sanders Kleinfeld,Maryland,New York,Massachusetts
1653,1991-11-06,Final Jeopardy!,TRANSPORTATION,Lois Kurowski,Jonathan Jacobs,Bruce Ikawa,Indiana,Pennsylvania,Indiana
6190,2011-07-08,Final Jeopardy!,THE OLYMPICS,Dominic Olivera,Maddie Harrington,Tony Harkin,Virginia,Florida,Connecticut
5883,2010-03-24,Final Jeopardy!,ANIMATED MOVIES,Derek Honoré,Tatiana Walton,Regina Robbins,California,Florida,New York
4791,2005-06-06,Final Jeopardy!,CONTEMPORARY QUOTATIONS,Brice Sunderland,Rosemarie Keenan,Tom Walker,California,Washington,Massachusetts
5056,2006-09-11,Final Jeopardy!,PLANTS,Dan Cordova,Lauren Hirs,Brad Jeffcoat,California,Texas,Georgia
4926,2006-01-30,Final Jeopardy!,WORLD MONEY 2005,Sarah Altier,William Love,Candy Murphy,Florida,California,Virginia
5471,2008-05-26,Final Jeopardy!,DEMOGRAPHICS,John Owens,Heather Vance,Larissa Kelly,Michigan,North Carolina,California
4526,2004-04-19,Final Jeopardy!,INTERNATIONAL ORGANIZATIONS,David Abolafia,Wilson Lee,Geoff Strain,New York,California,California
4966,2006-03-27,Final Jeopardy!,MILITARY HISTORY,Nemanja Dundjerovic,Trisha Murai,Ed Angleton,Canada,California,Indiana
619,1987-04-23,Final Jeopardy!,GAY '90s,Bob Hansen,Maureen Girr,Richard Cordray,Minnesota,Rhode Island,Ohio
3079,1998-01-08,Final Jeopardy!,ECONOMISTS,Bonnie Gluhanich,Debbie Lander,Larry Blair,Michigan,Georgia,California
3683,2000-09-13,Final Jeopardy!,FAMOUS PEOPLE,Lee Ritchey,Michelle Clum,Lisa Manley,Texas,Kansas,Texas
4773,2005-05-11,Final Jeopardy!,FAMOUS PAIRS,Frank Spangenberg,Grace Veach,Shane Whitlock,New York,Florida,Arkansas
3027,1997-10-28,Final Jeopardy!,20th CENTURY POLITICIANS,Shelley Smith,Phil O'Donoghue,David Morgenstern,New York,Maryland,Illinois
3448,1999-09-08,Final Jeopardy!,HOLIDAY QUOTES,Kendra Pettis,Dmitry Spivak,Melanie Bruchet,New Jersey,Illinois,Florida
6232,2011-10-25,Final Jeopardy!,CLASSIC GAMES,Jennifer Dockter,Gabor Vari,Balaji Narain,California,California,Georgia
5091,2006-10-30,Final Jeopardy!,GEOGRAPHY,Susan Turi,Monica Sousa,Chris Mazurek,New York,California,Missouri
4907,2006-01-03,Final Jeopardy!,U.S. CITIES,Leslie Birdwell,James Calhoun,Tom Kavanaugh,Ohio,Georgia,Missouri
4736,2005-03-21,Final Jeopardy!,WORLD FACTS,Shane Whitlock,John Ryan,Lynne Wexler,Arkansas,California,Illinois
3332,1999-02-16,Final Jeopardy!,MYTHOLOGICAL HEROES,Dave Abbott,Dan Girard,Pat Healy,Ohio,California,California
2989,1997-09-04,Final Jeopardy!,REPUBLICANS,Hap Erstein,Barbara Findley,Dan Melia,Florida,New York,California
4972,2006-04-04,Final Jeopardy!,GERMAN AMERICANS,Lizard Hogge,Michael Falk,Craig Mobley,Indiana,Wisconsin,New Mexico
5054,2006-07-27,Final Jeopardy!,AMERICAN WOMEN AUTHORS,Danelle Johnson,Eugene Manning,Celeste DiNucci,Utah,Hawaii,Pennsylvania
3945,2001-10-26,Final Jeopardy!,'90s MOVIES,Kevin Keach,Lan Djang,Tad Carithers,Missouri,Canada,Georgia
5602,2009-01-06,Final Jeopardy!,HISTORIC STRUCTURES,Alison Miester,Ranjan Ramchandani,Victoria Harkavy,Colorado,Texas,Maryland
5012,2006-05-30,Final Jeopardy!,COUNTRIES OF THE WORLD,Ken Hinton,Kristen Meinhold,Eric Dolansky,Nevada,Colorado,Canada
777,1988-01-12,Final Jeopardy!,DRAMA,Mary Ann Meyers,Pete Peterson,Leah Greenwald,Florida,Pennsylvania,Massachusetts
5780,2009-10-30,Final Jeopardy!,PRESIDENTIAL NAMES,Chris Rodrigues,Roopa Kalyanaraman Marcello,Christine Valada,Massachusetts,New York,New York
3841,2001-04-23,Final Jeopardy!,BASEBALL HALL OF FAMERS,Robin O'Brien,Janet Torpy,Joe Collins,New York,Illinois,Illinois
3876,2001-06-11,Final Jeopardy!,FAMOUS AMERICANS,Jay Pierce,Nancy Fisher,Mark Eckard,Louisiana,Massachusetts,Massachusetts
5247,2007-06-05,Final Jeopardy!,AMERICAN LITERATURE,Ssezi Mukasa,Heidi Sanchez,John Walsh,Massachusetts,New York,California
3835,2001-04-13,Final Jeopardy!,THE SUPREME COURT,Geoff Boucher,Kate Goodyear,Larry Cloud,California,California,California
5608,2009-01-14,Final Jeopardy!,CHARACTERS IN PLAYS,Judy Rowen,Greg Jones,Samantha Lubrani,Texas,Virginia,California
4286,2003-03-31,Final Jeopardy!,ANCIENT EGYPTIAN CUSTOMS,Jay Stang,Brian Johnston,Carolyn Goolsby,California,Georgia,South Carolina
2872,1997-02-11,Final Jeopardy!,COUNTRIES OF THE WORLD,Faith Hillis,Akiva Fox,Pooja Dhume,Virginia,Massachusetts,Louisiana
